Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//random,182723,103150,7900.0,17725.906423945595,8.567583980038762,156137.3388330685,6.579013041598485,203.03343572184804,114.61555958860474,7900,19000,21000,22000,54000,75000,75000,75000,103000,139000,156000
,Aggregated,182723,103150,7900.0,17725.906423945595,8.567583980038762,156137.3388330685,6.579013041598485,203.03343572184804,114.61555958860474,7900,19000,21000,22000,54000,75000,75000,75000,103000,139000,156000
