Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//random,1429261,0,590.0,755.477963865168,0.6749590393155813,16308.143790927716,13.910753879102558,1583.177125779751,0.0,590,980,1200,1300,1700,2200,2700,3200,6700,8000,16000
,Aggregated,1429261,0,590.0,755.477963865168,0.6749590393155813,16308.143790927716,13.910753879102558,1583.177125779751,0.0,590,980,1200,1300,1700,2200,2700,3200,6700,8000,16000
