Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//random,320219,9133,1400.0,9372.044841474706,0.7548750145360827,191317.68616696354,18.07265964855302,355.59647038322726,10.142004578148125,1400,2700,4200,5700,16000,67000,97000,129000,187000,189000,191000
,Aggregated,320219,9133,1400.0,9372.044841474706,0.7548750145360827,191317.68616696354,18.07265964855302,355.59647038322726,10.142004578148125,1400,2700,4200,5700,16000,67000,97000,129000,187000,189000,191000
